activity,x-axis,y-axis,z-axis
Walking,2.79,9.89,2.64
Jogging,-1.92,-11.69,-0.15
Jogging,-3.79,2.72,11.6
Jogging,2.26,3.72,1.23
Walking,3.17,3.76,-0.3405087
Standing,-0.99,9.43,-0.46
Jogging,18.81,19.57,0.10896278
Jogging,-4.52,6.63,-3.49
Standing,0.99,9.96,0.31
Standing,2.53,9.04,0.04
Jogging,-19.27,2.83,-1.46
Walking,-8.43,12.57,-1.38
Standing,2.87,9.43,1.42
Walking,-2.91,4.94,-3.26
Jogging,-3.79,6.09,-3.72
Jogging,-4.44,11.14,7.55
Walking,4.21,9.66,-2.79
Walking,1.18,7.12,-1.3756552
Standing,-0.8,10.0,-0.72
Jogging,-16.4,1.65,-2.22
Walking,-8.77,-3.36,-3.53
Jogging,-0.65,-6.63,-3.26
Jogging,6.09,19.57,-7.9679036
Standing,1.73,9.92,1.1441092
Standing,-1.14,9.7,2.49
Standing,-0.76,9.96,0.84
Standing,-1.5,9.53,2.0294318
Walking,6.66,10.34,-2.4516625
Jogging,-13.91,10.99,-6.47
Standing,0.61,9.92,-0.53119355
Walking,16.36,-0.5,3.26
Walking,-7.82,5.83,-4.630918
Jogging,-5.48,17.05,2.7921712
Jogging,16.82,15.36,2.3018389
Standing,3.17,9.53,-2.07
Standing,-2.91,8.5,-1.38
Jogging,-3.98,3.11,3.95
Jogging,2.15,-0.95,0.69
Standing,1.8,9.81,1.0760075
Walking,-15.66,0.65,-2.79
Standing,-0.89,10.46,0.99
Jogging,5.83,0.15,-7.04
Standing,-0.08,9.85,0.27
Walking,-7.08,1.73,-1.27
Walking,-0.76,4.48,-2.83
Jogging,-2.75,7.89,-7.3958488
Jogging,19.57,19.57,-10.42
Standing,6.97,5.63,3.15
Standing,0.99,9.92,0.34
Walking,-4.14,15.28,16.59
Walking,-3.72,11.03,-2.3699405
Jogging,-1.5,3.79,5.9
Jogging,10.95,14.14,7.8589406
Jogging,9.77,6.36,-0.31
Jogging,-4.67,3.02,-1.5
Walking,7.25,6.36,-0.99
Walking,-8.16,3.87,-3.636633
Standing,7.65,5.33,1.23
Standing,-5.71,7.89,0.61
Standing,6.55,7.12,0.99
Standing,6.47,3.15,1.53
Standing,-1.8,9.77,1.2666923
Standing,-1.57,9.28,3.45
Standing,-1.92,9.66,-0.99
Standing,0.08,9.89,1.46
Standing,7.7,7.21,0.8
Jogging,7.59,-1.31,-0.5
Walking,6.66,10.57,1.7297841
Walking,18.96,-7.04,2.76
Jogging,1.54,4.06,3.02
Jogging,-9.81,5.79,4.7535014
Standing,2.49,9.34,2.91
Walking,-1.04,7.67,0.23
Walking,-0.91,7.16,-0.7218784
Walking,4.14,9.92,0.65
Walking,1.31,11.35,-4.52
Walking,4.29,9.28,7.46
Walking,0.15,4.99,4.399372
Walking,-0.8,14.67,2.68
Walking,3.21,1.57,-2.5333846
Jogging,0.31,0.15,1.31
Standing,-4.94,7.78,-1.69
Walking,-5.41,0.76,-5.2
Standing,-1.57,9.81,0.61291564
Walking,14.41,16.74,11.073342
Walking,5.09,6.02,-4.099725
Walking,-0.95,4.82,1.1168685
Standing,-5.98,7.35,-0.61
Walking,-2.15,15.09,-5.56
Walking,2.03,14.29,5.6
Standing,-0.08,9.89,1.33
Standing,-6.82,6.97,1.33
Standing,-5.71,7.82,-1.08
Jogging,0.23,4.9,-1.2258313
Standing,1.8,9.85,1.1441092
Jogging,-1.46,5.09,6.1291566
Walking,5.67,7.12,-3.568531
Walking,-2.22,14.18,3.7864566
Standing,3.64,9.3,-1.95
Standing,-1.12,9.92,3.02
Walking,7.59,11.14,0.38
Walking,3.79,7.67,-1.27
Jogging,9.66,-0.84,0.04
Standing,3.91,8.5,-0.15
Standing,-3.15,8.58,-0.99
Jogging,16.78,19.08,10.57
Jogging,4.67,4.06,-2.2609777
Standing,1.99,9.62,0.95
Standing,-8.28,5.67,-0.8
Standing,6.63,6.93,-0.04
Standing,-1.12,9.96,-0.57
Jogging,3.45,-3.36,-4.2495484
Jogging,7.4,1.12,0.42
Walking,-4.1,11.88,-2.41
Walking,1.27,16.04,4.56
Jogging,-2.11,11.3,2.6
Walking,-4.59,18.85,-2.3
Walking,-3.87,1.61,0.27
Jogging,-8.54,2.56,2.72
Standing,1.65,9.85,1.1441092
Jogging,8.28,5.28,1.54
Walking,-7.89,16.82,0.5
Jogging,6.36,-5.98,4.44
Jogging,7.46,6.82,5.6252036
Standing,-1.12,9.47,-0.31
Standing,1.08,9.92,0.31
Jogging,-5.67,19.76,4.1
Jogging,5.434519,-0.3405087,2.8738933
Jogging,-8.35,16.44,-2.4925237
Walking,5.012288,12.340035,-2.4108016
Standing,-8.31,5.18,-1.23
Standing,1.04,9.92,0.27
Standing,-1.99,9.66,-1.04
Jogging,-5.43,11.56,-7.014479
Jogging,3.87,3.45,6.32
Walking,-1.14,7.93,-2.4925237
Standing,-0.84,9.62,0.38
Jogging,4.6,4.33,1.2666923
Walking,1.5,8.54,0.8036005
Jogging,8.5,11.26,7.5865335
Jogging,-16.04,-8.08,-7.55
Standing,-0.38,9.58,2.4108016
Walking,-2.03,-1.57,-0.27
Standing,0.57,10.08,-1.4982382
Standing,-6.66,7.16,1.46
Walking,0.65,7.46,0.0
Standing,-1.38,9.47,2.76
Jogging,4.14,16.17,10.19
Jogging,-3.49,18.24,-3.91
Jogging,-6.93,19.57,7.55
Walking,-6.32,13.59,-0.34
Walking,-8.54,18.16,-7.082581
Jogging,2.03,2.53,-1.31
Jogging,8.35,-1.69,-1.4165162
Jogging,-3.83,19.46,0.5
Walking,4.630918,9.656827,-0.9125633
Jogging,13.63,-9.72,-1.23
Jogging,13.59,18.47,5.7886477
Walking,5.63,19.42,13.633968
Walking,-1.04,14.98,6.7
Walking,-2.14,8.12,0.72
Jogging,-7.27,-0.38,9.0
Standing,7.89,4.63,1.04
Standing,4.06,8.43,-0.04
Jogging,6.74,0.0,1.3756552
Walking,-1.12,10.65,-2.6423476
Standing,-7.67,6.32,1.12
Walking,-3.68,15.7,-3.53
Walking,1.04,6.21,5.434519
Walking,-2.91,9.85,-4.21
Standing,-2.6,9.72,2.22
Jogging,19.11,11.37,-2.4516625
Standing,3.17,9.62,0.38
Standing,-6.7,6.7,-1.14
Jogging,-1.92,9.43,-7.5
Standing,-0.11,9.92,1.18
Standing,2.53,9.47,0.95
Jogging,-15.79,4.25,12.03
Walking,-3.49,4.86,-5.2
Walking,1.08,10.27,-3.3
Walking,3.6,12.6,-2.03
Standing,-1.12,9.38,1.18
Jogging,3.57,5.41,-0.6537767
Walking,1.18,7.63,-3.718355
Standing,-4.79,8.58,-0.3
Jogging,-3.34,1.92,-5.47538
Standing,3.26,9.38,-1.92
Walking,12.3,-0.84,4.1
Standing,-6.55,7.21,1.5
Jogging,3.1463003,10.038197,8.049625
Walking,-1.14,7.27,-0.08172209
Walking,0.46,5.09,-2.1111538
Walking,19.0,-5.37,-1.14
Standing,-1.69,9.38,2.6832085
Standing,-1.27,9.53,2.64
Standing,1.69,9.34,2.68
Jogging,-0.42,19.76,1.88
Jogging,5.52,8.08,7.8180795
Standing,-1.18,9.43,-0.42
Standing,-0.99,9.43,-0.46
Walking,-0.04,10.8,-2.64
Jogging,4.6,1.76,4.630918
Jogging,17.62,13.91,2.0294318
Standing,2.45,9.38,2.79
Standing,1.08,9.89,0.34
Jogging,6.02,-4.29,-2.3426998
Standing,-0.65,9.85,-0.61
Walking,-0.95,18.16,0.50395286
Jogging,4.06,-19.61,5.24
Jogging,5.98,11.65,0.04
Walking,4.02,8.39,-1.3075534
Jogging,2.22,14.29,7.7363577
Jogging,-0.84,10.46,-0.42
Jogging,-19.23,1.8,5.37
Jogging,7.12,9.47,5.243834
Walking,4.82,8.47,-0.9942854
Walking,0.27,11.99,0.14982383
Standing,-7.44,6.51,0.34
Walking,1.18,11.5,2.41
Walking,0.42,12.26,7.082581
Jogging,3.49,5.48,-3.445948
Standing,-2.79,9.58,1.31
Jogging,-14.14,9.77,-2.83
Jogging,2.79,16.78,-5.47538
Standing,-1.65,9.77,0.95
Standing,0.15,9.85,1.42
Jogging,-0.23,-0.42,-1.56634
Standing,-1.65,9.72,0.84446156
Jogging,7.59,14.06,-0.9125633
Jogging,-15.32,-9.28,1.31
Jogging,0.08,4.29,0.92618364
Walking,0.31,16.93,16.7
Walking,-1.33,-0.46,-2.79
Jogging,8.85,-0.91,-1.4165162
Walking,-0.15,11.3,-0.61291564
Walking,-0.27,4.99,0.27
Standing,3.53,9.62,-1.99
Walking,6.02,7.59,-1.8
Standing,1.54,9.89,1.1441092
Jogging,1.57,-3.21,-10.42
Standing,-1.99,9.47,-1.92
Jogging,8.28,-1.14,0.19068487
Jogging,0.42,-10.8,-4.6
Jogging,1.92,12.64,8.96
Jogging,2.03,14.18,-11.3321295
Jogging,4.25,9.81,2.7921712
Walking,5.52,2.87,-1.56634
Standing,4.18,8.05,0.53
Jogging,-0.57,19.57,13.715691
Walking,4.02,13.14,2.68
Walking,-2.68,5.09,-3.255263
Walking,1.12,8.73,-0.76
Jogging,5.83,12.03,0.93
Walking,-0.04,10.0,-0.15
Standing,1.5,9.72,0.72
Jogging,3.76,1.84,5.82
Standing,-7.5,6.32,-0.72
Standing,-4.94,8.43,-0.27
Walking,2.68,9.34,-1.3075534
Jogging,-10.95,17.2,1.9477097
Walking,6.21,5.18,2.6
Walking,0.53,4.94,-0.46309182
Standing,6.05,7.63,0.15
Walking,-1.65,12.83,-0.10896278
Standing,-1.14,9.47,3.11
Jogging,-19.08,3.15,14.82
Walking,4.6,9.11,-1.607201
Jogging,-12.56,-3.36,-3.486809
Walking,6.55,4.33,1.23
Standing,-1.65,9.66,1.8
Standing,-1.18,9.7,-1.27
Walking,10.38,13.48,-0.61291564
Standing,-1.95,9.62,-1.18
Walking,-2.72,15.4,-3.3
Walking,2.11,8.31,-0.7218784
Walking,0.27,15.43,6.13
Standing,-8.01,6.05,-0.46
Jogging,-1.14,-1.92,5.98
Standing,-1.14,9.66,2.45
Standing,-3.15,8.43,-0.8
Walking,5.18,1.31,-0.38
Walking,19.72,4.75,4.06
Walking,12.98,19.34,7.78
Jogging,-4.37,-8.08,-12.299174
Jogging,-3.34,15.98,-2.2609777
Jogging,-4.33,19.04,18.31
Walking,-6.97,0.42,-1.65
Walking,-2.03,12.98,-2.56
Walking,7.06,8.69,1.6889231
Standing,-1.04,9.51,2.8738933
Walking,-5.28,3.21,1.61
Walking,3.91,10.08,1.61
Jogging,4.4,2.07,-4.0588636
Jogging,-2.3,4.52,-1.31
Standing,0.99,9.92,0.38
Standing,-1.23,9.28,1.53
Standing,-6.55,7.21,1.5
Jogging,1.42,16.55,8.47
Standing,1.5,9.81,-1.1441092
Standing,-1.23,9.3,1.18
Jogging,-13.76,17.86,-0.91
Jogging,-2.6,0.34,-1.334794
Walking,-1.54,5.37,0.3
Jogging,-5.6,-2.3,-1.8
Standing,-1.04,9.62,2.6
Jogging,-0.76,-17.69,-9.08
Standing,3.91,8.62,-0.19
Jogging,8.01,11.75,0.5720546
Walking,-0.8,0.95,-0.11
Jogging,-19.61,-4.63,-0.3
Standing,-1.08,9.38,-0.42
Walking,1.92,7.97,-1.879608
Jogging,-4.9,3.15,8.24
Standing,3.45,9.3,-1.88
Walking,-1.88,15.05,1.4982382
Jogging,6.24,-9.04,7.78
Standing,3.45,9.34,-2.11
Walking,-4.1,11.18,-5.43
Jogging,-4.48,13.44,5.175732
Jogging,5.6,-4.02,0.34
Walking,-0.57,7.74,-0.61291564
Standing,8.12,4.71,1.31
Walking,5.86,14.14,-4.67
Standing,-7.89,5.05,-1.42
Walking,-10.88,0.89,5.13
Walking,12.64,-0.5,-3.26
Standing,-1.04,9.47,-0.42
Walking,3.87,5.63,1.334794
Walking,-1.73,12.68,0.61
Standing,-1.12,9.47,1.33
Walking,9.47,4.44,-1.99
Standing,1.08,9.92,0.27
Standing,-4.99,8.39,-0.19
Jogging,-14.52,4.82,1.88
Jogging,-8.01,19.89,-6.24
Walking,-2.45,3.3,-2.87
Walking,-2.45,3.49,-1.12
Walking,-7.35,11.54,3.21
Jogging,0.99,1.95,-1.31
Walking,11.45,9.89,-3.0645783
Standing,-2.03,9.62,-1.04
Standing,-1.18,9.77,0.99
Standing,-0.57,9.58,-0.65
Jogging,-1.53,11.8,-1.88
Jogging,-0.27,-1.88,-10.38
Walking,-0.84,12.18,-1.4573772
Standing,-1.08,9.53,2.96
Standing,-1.42,9.53,2.1111538
Jogging,-2.22,14.18,-2.6832085
Walking,3.02,8.58,-2.7921712
Jogging,-11.65,7.93,13.91
Standing,-1.08,9.43,-0.31
Standing,-5.22,8.16,1.31
Jogging,-6.36,-0.34,3.06
Standing,-1.14,9.7,3.15
Jogging,-13.4,19.53,-6.82
Walking,4.52,6.36,-0.8036005
Standing,-3.06,8.5,-0.99
Standing,-1.57,9.34,3.26
Jogging,-5.79,0.08,-9.04
Jogging,2.87,5.41,-12.299174
Standing,0.8,9.7,-0.6946377
Jogging,-8.69,2.87,-0.46
Walking,2.41,7.7,6.36
Walking,-0.42,9.19,-3.76
Standing,1.04,9.92,0.27
Jogging,17.27,6.05,4.671779
Standing,-4.94,8.43,-0.3
Walking,1.33,11.69,-2.18
Standing,0.0,9.89,1.31
Jogging,19.95,10.57,-1.08
Walking,7.08,11.99,1.1441092
Walking,2.49,8.43,-1.9885708
Jogging,-3.06,19.76,6.05
Walking,-4.71,15.83,-0.27
Walking,5.52,15.32,0.15
Walking,3.3,10.65,1.46
Walking,-0.57,1.14,-4.25
Standing,-0.19,9.96,0.08
Walking,4.21,13.76,-5.71
Walking,1.33,3.91,-0.69
Standing,-7.74,5.94,-1.14
Walking,-1.76,7.97,1.5390993
Standing,-0.95,9.77,1.46
Standing,3.79,8.5,-0.11
Standing,-4.67,8.62,0.0
Jogging,-0.19,12.57,-1.65
Standing,1.08,9.92,0.38
Standing,-0.99,9.72,1.46
Walking,0.31,5.37,-0.23154591
Walking,-0.08,3.11,-1.33
Standing,0.0,9.85,1.46
Walking,2.03,15.13,2.5333846
Jogging,-10.53,8.81,-0.7627395
Standing,2.45,9.38,2.87
Walking,1.95,19.57,-0.23
Standing,-1.18,9.53,2.79
Standing,-0.76,9.38,-0.23
Jogging,19.95,4.21,-1.95
Jogging,-1.54,-0.76,-1.73
Jogging,-16.78,-17.58,12.11
Standing,-3.3,8.62,-0.99
Walking,2.91,4.29,3.336985
Jogging,-3.45,19.42,-3.79
Jogging,-2.6,2.83,0.57
Jogging,-0.65,-3.34,-6.973618
Jogging,2.98,3.02,-0.61
Jogging,-6.13,2.26,-4.2904096
Walking,8.62,13.06,1.23
Walking,0.89,14.52,4.14
Walking,5.13,12.79,2.3426998
Jogging,-10.11,2.96,-3.636633
Jogging,-17.16,-5.2,2.72
Standing,-1.33,9.77,0.76
Standing,-0.99,9.72,0.95342433
Jogging,9.23,19.57,-6.5922484
Walking,9.0,3.06,-0.08172209
Standing,-6.05,7.5,1.38
Standing,-1.92,9.62,-1.14
Standing,-1.53,9.77,0.57
Standing,2.53,9.34,2.96
Walking,4.86,13.38,1.33
Walking,6.21,2.53,-0.72
Walking,1.14,12.87,-6.82
Standing,-0.69,9.7,2.98
Walking,1.99,16.47,0.88532263
Walking,-2.64,7.44,0.313268
Jogging,19.5,17.08,-5.98
Walking,-0.53,15.24,-7.31
Walking,2.45,5.09,-1.56634
Jogging,-6.05,15.24,5.86
Walking,3.91,14.52,3.336985
Standing,0.93,9.7,-1.6480621
Standing,-5.33,8.01,-1.14
Walking,0.57,9.92,-0.57
Jogging,-2.11,17.01,-4.5219555
Standing,-0.84,9.3,2.8738933
Jogging,6.02,4.44,-1.12
Jogging,2.53,1.73,-2.6832085
Walking,-14.02,-5.28,-3.49
Jogging,10.65,17.88,-1.8387469
Walking,-3.21,-3.68,-4.2904096
Walking,13.8,17.5,9.234595
Jogging,-18.01,-7.63,-6.7
Walking,11.54,4.44,0.08172209
Walking,15.47,1.65,-1.08
Jogging,-3.38,-0.27,-8.5
Standing,-0.84,9.96,-0.42
Jogging,-11.65,11.45,2.96
Walking,-5.71,12.18,-3.9771416
Standing,2.49,9.3,2.79
Walking,-5.05,4.67,0.38
Walking,-0.11,7.67,1.2666923
Walking,11.54,10.15,-0.9942854
Jogging,-14.18,9.3,-6.0201936
Walking,12.64,18.92,14.137921
Jogging,-0.95,4.1,3.1054392
Standing,-1.23,9.3,2.53
Standing,1.46,9.92,-0.15
Standing,-1.12,9.58,2.64
Walking,9.0,3.34,-4.63
Walking,-3.3,11.6,-4.4810944
Walking,-0.57,10.34,3.2961242
Jogging,-4.71,17.43,0.61
Standing,-3.15,8.5,-1.04
Jogging,-16.32,14.33,-0.93
Jogging,10.88,-0.34,3.718355
Walking,5.43,9.62,-1.31
Jogging,0.93,3.21,-0.8
Walking,4.71,9.28,2.2201166
Jogging,2.79,-0.65,-0.42223078
Walking,-1.23,8.69,1.334794
Jogging,-2.76,1.84,7.63
Standing,1.08,9.96,0.31
Jogging,-3.6,11.69,0.88532263
Walking,-0.23,1.33,-1.65
Jogging,8.73,19.57,10.378705
Jogging,-1.27,5.6,-5.05
Walking,-1.8,4.4,-0.08
Jogging,5.83,0.95,2.0294318
Walking,-1.12,7.63,-2.4516625
Standing,1.95,9.92,1.0351465
Standing,3.79,9.28,-1.92
Walking,-0.08,9.58,-1.95
Jogging,-1.18,2.37,0.89
Walking,2.26,5.86,-0.9125633
Walking,-8.31,11.84,-0.38136974
Standing,-5.83,7.35,-1.14
Standing,2.45,9.51,0.95
Standing,-8.08,5.28,-1.14
Standing,-1.65,9.72,0.92618364
Standing,-3.45,8.5,-1.27
Jogging,-10.69,-2.91,-5.175732
Walking,0.04,-2.56,-7.44
Standing,1.18,9.81,-1.6889231
Walking,-1.18,11.92,-0.3405087
Jogging,-7.59,12.34,0.95
Walking,1.42,15.47,1.4573772
Walking,-0.89,7.93,-0.27
Standing,-1.14,9.3,1.46
Walking,8.12,19.19,-7.504812
Walking,5.94,7.89,1.7297841
Walking,0.38,9.28,-1.1441092
Walking,-0.46,10.0,-0.27
Walking,6.09,7.97,-2.7921712
Jogging,-2.45,-3.11,-5.24
Standing,-1.31,9.47,2.91
Standing,-8.31,5.63,-0.65
Jogging,-16.51,-0.27,0.6946377
Standing,1.84,9.77,1.2666923
Walking,0.34,-0.76,-3.6
Walking,1.92,2.41,-3.214402
Walking,2.11,1.04,-0.84
Standing,2.49,9.53,0.89
Standing,-1.38,9.85,0.8
Standing,-1.12,9.51,3.21
Standing,-5.13,8.35,0.15
Walking,-0.31,8.96,-0.11
Standing,1.76,9.92,1.1168685
Standing,-4.44,8.47,-0.38
Jogging,1.92,-0.15,-5.407278
Standing,-1.31,9.43,-0.38
Walking,-4.18,10.46,-2.83
Standing,-0.76,9.77,2.91
Walking,4.02,1.95,5.24
Walking,3.99,6.66,1.8387469
Standing,-1.12,9.3,1.18
Jogging,6.13,-3.41,12.57
Walking,3.06,-0.46,-2.72
Standing,-1.92,9.66,-0.84
Jogging,-1.84,-5.9,10.34
Jogging,-0.42,-3.72,-2.83
Jogging,-1.69,15.4,-15.28
Standing,-0.99,10.0,-0.69
Walking,-2.75,10.0,-9.34
Standing,-1.14,9.43,-0.38
Jogging,0.3,-1.5,-0.84
Standing,-5.41,7.93,-1.31
Jogging,17.73,1.33,-0.9942854
Walking,-7.86,15.64,-1.4573772
Jogging,-19.23,-6.24,-3.41
Walking,12.68,6.28,-1.88
Standing,-4.44,8.35,-0.53
Jogging,7.5,19.57,-6.0474343
Walking,11.41,12.79,2.3
Jogging,15.28,17.69,0.95
Jogging,1.18,3.72,-3.255263
Jogging,-16.66,1.84,9.11
Jogging,8.5,-1.14,-1.0760075
Jogging,9.92,12.41,-7.31
Jogging,-1.88,16.17,2.5606253
Jogging,1.04,-1.92,-2.98
Jogging,-0.5,0.04,3.79
Jogging,3.45,-2.79,-6.13
Walking,1.38,5.22,-8.662541
Standing,0.15,9.85,1.33
Standing,-1.14,9.66,2.72
Standing,-1.92,9.66,-1.08
Standing,-1.18,9.34,1.23
Standing,-1.18,9.28,1.27
Walking,-8.39,4.9,-4.1
Walking,-3.91,13.18,-2.9147544
Standing,-1.12,9.38,2.7921712
Jogging,-18.81,-19.61,1.31
Jogging,4.86,19.57,-7.3141265
Jogging,-5.56,2.26,1.1441092
Jogging,-8.66,6.78,0.57
Jogging,7.08,6.89,-5.134871
Walking,0.23,4.94,1.88
Standing,-5.33,8.43,1.69
Jogging,0.91,3.72,8.27
Walking,3.49,9.0,-2.18
Standing,-0.57,9.38,2.7240696
Standing,-8.16,5.24,-0.84
Jogging,10.65,2.64,7.12
Walking,6.09,1.76,2.45
Walking,3.72,6.63,-2.45
Standing,-1.04,9.43,-0.5
Jogging,-9.66,11.14,15.75
Standing,-1.12,9.38,1.27
Standing,-1.14,9.47,-0.38
Jogging,1.42,-7.65,0.313268
Standing,-1.92,9.51,-1.69
Standing,-0.3,9.96,0.69
Standing,3.53,9.34,-1.92
Standing,-2.03,9.62,-1.04
Jogging,-0.72,9.92,-3.11
Standing,-1.08,10.04,-0.99
Walking,4.75,8.39,-2.6
Walking,3.45,12.41,-1.0351465
Jogging,0.89,19.04,0.53
Standing,-1.61,9.43,1.12
Walking,11.73,8.58,-1.607201
Standing,1.65,9.92,0.95342433
Standing,-5.13,8.28,1.27
Walking,-10.84,2.3,-0.04
Jogging,-0.23,6.44,-4.48
Jogging,-6.43,10.23,-5.434519
Standing,6.17,6.93,0.46
Standing,-1.23,9.3,1.14
Walking,-3.6,11.07,-0.23
Standing,-1.23,9.23,1.12
Jogging,9.3,7.82,4.29
Jogging,-0.57,18.12,9.0
Jogging,-15.64,4.79,-6.7
Standing,-5.09,8.24,1.5
Standing,-1.33,9.89,0.84446156
Standing,-1.14,9.23,2.8738933
Jogging,-5.33,2.83,-5.56
Jogging,-14.33,19.53,-10.8
Walking,3.34,8.43,-2.070293
Standing,1.88,9.66,1.31
Standing,-4.99,8.28,0.11
Standing,3.91,8.39,0.0
Standing,0.95,9.92,0.31
Walking,-3.02,11.41,-3.06
Walking,-6.85,-0.84,-1.84
Walking,2.22,9.47,-4.25
Walking,3.3,9.92,-0.38
Walking,5.86,3.11,-0.84
Jogging,1.5,3.49,-2.72
Walking,12.11,12.45,-0.31
Walking,11.37,11.88,-3.3642259
Walking,-0.15,4.82,0.69
Jogging,-2.91,10.57,-3.445948
Jogging,19.57,-7.04,-1.920469
Standing,0.11,9.89,1.5
Standing,-0.57,9.96,0.61
Walking,-1.57,7.5,0.9942854
Standing,3.83,9.34,-2.03
Walking,2.68,7.46,-2.3
Standing,-3.21,8.31,-1.12
Jogging,3.41,-3.36,-0.08
Walking,-8.81,14.25,-2.49
Walking,18.96,-11.69,-0.57
Jogging,-1.76,2.15,-3.83
Jogging,14.6,-2.11,15.023244
Walking,5.9,10.53,1.9477097
Walking,6.32,8.96,12.4489975
Standing,2.22,9.51,2.79
Walking,-2.6,12.11,0.61
Walking,1.61,7.78,-0.08172209
Standing,-7.59,6.32,1.23
Standing,-1.04,9.62,2.64
Standing,5.98,7.06,0.0
Jogging,15.17,7.74,-10.038197
Standing,-2.49,9.53,1.69
Walking,-1.18,2.53,-3.06
Standing,-5.18,8.16,1.46
Standing,-1.38,9.89,0.5
Jogging,11.92,0.46,-0.19
Jogging,2.68,0.31,4.02
Standing,-0.89,9.58,2.64
Jogging,16.25,2.22,-1.65
Walking,0.91,3.95,-2.49
Jogging,18.05,-3.64,2.5606253
Walking,-1.53,9.53,-0.95
Walking,4.6,-2.07,-1.57
Walking,-1.99,3.6,2.4108016
Jogging,-12.11,12.64,-2.75
Walking,3.11,4.14,-2.8330324
Jogging,-8.85,20.04,-2.45
Jogging,17.08,19.57,-2.982856
Walking,1.73,8.54,0.38136974
Walking,-0.04,11.37,-5.9
Jogging,-13.02,19.57,-6.17
Walking,-0.11,7.93,-1.31
Standing,-1.12,10.0,0.15
Walking,-5.52,10.95,0.38
Jogging,-10.72,19.57,-1.4982382
Jogging,-11.65,7.27,1.95
Jogging,-0.65,-5.71,-0.5720546
Walking,-2.56,3.99,-5.6
Standing,-1.92,10.15,0.8
Jogging,5.5162406,-0.53119355,-5.407278
Standing,-0.34,9.96,0.5
Standing,-7.82,8.01,2.53
Standing,-1.12,9.34,1.23
Standing,-4.63,8.58,0.0
Standing,0.0,9.89,1.38
Jogging,12.83,12.07,4.82
Jogging,14.52,19.11,13.797412
Walking,-3.87,1.95,-2.83
Standing,-1.42,9.7,1.4165162
Standing,6.51,5.94,-0.5
Standing,-0.89,9.92,0.23
Walking,3.17,18.92,1.2666923
Standing,-4.75,8.35,-1.12
Standing,-6.32,7.06,1.53
Walking,2.41,13.25,4.372132
Jogging,-5.9,-11.5,-14.437569
Walking,11.54,11.22,-0.14982383
Jogging,17.62,2.26,3.9090397
Walking,2.68,10.61,-1.607201
Walking,-7.89,18.5,-3.06
Standing,-1.42,9.38,2.98
Jogging,5.28,13.53,5.13
Jogging,-1.04,-6.59,-10.337844
Jogging,5.94,18.16,3.9499009
Standing,0.8,9.43,2.56
Standing,-0.99,9.47,-0.34
Standing,6.17,7.01,-0.11
Jogging,-2.03,4.25,-3.26
Jogging,-16.63,10.61,-16.55
Standing,-0.8,9.43,2.7240696
Jogging,19.57,19.57,-5.938472
Walking,3.72,6.85,9.534244
Jogging,2.15,9.66,4.75
Jogging,-11.88,4.02,-1.9885708
Jogging,-3.95,17.47,-2.56
Jogging,-4.9,16.7,-2.18
Jogging,-19.57,-0.23,2.26
Jogging,1.88,16.36,-2.56
Walking,-6.17,0.72,-1.84
Standing,-1.33,9.72,0.76
Standing,-0.69,9.66,1.76
Standing,-5.05,8.35,-0.11
Jogging,-1.08,-3.06,-4.9
Standing,-4.9,8.5,-0.04
Jogging,5.48,-3.91,1.5390993
Standing,7.93,4.56,0.95
Standing,-1.08,9.43,-0.5
Standing,-1.38,9.43,2.4516625
Jogging,7.93,17.88,-7.46
Walking,-4.29,7.46,6.05
Jogging,-19.23,6.82,-2.26
Standing,0.95,9.96,-1.7570249
Jogging,-3.45,12.34,-3.68
Standing,-8.28,5.48,-0.5
Walking,4.75,5.75,-1.8387469
Standing,-1.04,9.47,-0.38
Jogging,7.16,8.35,4.372132
Walking,-4.52,10.19,1.04
Standing,0.11,9.85,1.54
Walking,-0.19,9.7,0.95
Jogging,18.77,-1.38,1.6480621
Jogging,0.04,2.98,-4.440233
Jogging,6.82,1.23,1.8387469
Jogging,-7.55,1.04,-2.68
Walking,3.79,10.42,-0.99
Walking,-0.69,8.05,-1.9477097
Standing,-4.63,8.62,-0.34
Walking,2.26,12.45,3.0237172
Jogging,8.77,2.26,-5.43
Walking,5.75,7.59,-0.040861044
Jogging,11.11,6.44,-5.83
Walking,-6.28,11.5,-3.214402
Standing,0.76,9.47,2.49
Standing,2.56,9.34,2.91
Walking,-1.42,18.16,-5.284695
Standing,1.12,9.96,0.42
Walking,0.42,7.74,-1.84
Standing,-1.88,9.66,-1.08
Standing,-0.8,9.15,1.5390993
Standing,-1.31,9.62,2.83
Jogging,-0.8,4.82,-1.7297841
Standing,-2.07,10.12,1.607201
Jogging,1.12,-19.61,3.95
Jogging,19.04,-4.63,2.14
Walking,0.15,10.19,1.57
Standing,-1.04,9.43,-0.38
Walking,-2.45,16.13,6.5922484
Walking,3.34,7.82,-2.1111538
Standing,-7.86,5.18,-1.42
Jogging,3.57,9.3,1.879608
Jogging,1.08,5.63,3.11
Walking,10.8,17.47,0.11
Standing,-1.04,10.15,-0.76
Standing,1.76,9.89,0.9942854
Jogging,6.97,-0.8,4.6036777
Jogging,19.19,14.44,2.22
Walking,-0.3,4.18,0.040861044
Standing,-8.5,4.99,-1.14
Standing,0.08,9.89,1.38
