activity,x-axis,y-axis,z-axis
Walking,6.17,10.23,-1.88
Walking,1.27,8.2,7.01
Jogging,18.01,17.97,-1.920469
Jogging,7.35,2.22,2.68
Jogging,10.38,18.96,-7.7363577
Walking,-0.42,13.14,-3.3
Standing,-1.53,9.81,0.92618364
Standing,-1.76,9.85,0.8
Walking,6.82,10.0,2.5333846
Standing,-0.69,10.0,0.89
Jogging,-13.63,10.53,7.08
Jogging,0.99,-1.8,-10.61
Jogging,-19.23,-2.26,-1.46
Jogging,0.27,-2.53,-0.19
Standing,-1.04,9.47,-0.42
Standing,-8.54,5.01,-0.84
Walking,-7.27,18.12,-4.944186
Jogging,1.08,0.04,4.71
Walking,0.19,6.36,-2.4108016
Standing,0.46,10.08,-1.3075534
Jogging,-19.23,-2.53,-1.12
Standing,1.69,10.04,-0.19
Jogging,-2.37,17.27,13.59
Walking,-3.79,5.75,-1.53
Jogging,12.76,18.05,1.31
Standing,0.69,9.72,0.7218784
Standing,-2.37,9.23,1.57
Standing,-8.2,5.33,-0.84
Standing,-2.07,9.58,-1.12
Walking,-2.41,2.64,-1.84
Walking,2.070293,6.891896,-2.7921712
Jogging,0.61,-1.99,-0.84
Standing,-3.45,8.47,-1.08
Jogging,2.98,4.82,2.7649305
Walking,7.44,2.6,-0.95342433
Standing,-5.09,8.16,1.57
Walking,-3.87,5.71,3.568531
Standing,0.04,9.89,1.46
Walking,-3.64,7.21,0.61
Jogging,-9.62,17.5,-2.41
Walking,5.43,8.05,-1.6480621
Jogging,-13.76,9.58,-6.74
Jogging,4.59,18.01,8.2
Walking,7.01,4.56,-0.8036005
Standing,-1.31,9.58,2.76
Walking,8.2,7.46,3.255263
Standing,-1.38,9.47,2.4516625
Walking,3.79,4.75,-5.407278
Walking,7.46,8.54,3.2961242
Standing,-3.34,8.43,-0.99
Standing,7.93,4.52,1.12
Walking,2.22,10.65,-4.52
Standing,-1.65,9.23,2.2609777
Standing,6.17,6.85,0.0
Jogging,-10.08,18.09,-7.4639506
Walking,4.25,12.3,2.9556155
Walking,-5.47538,18.0061,-1.607201
Standing,-4.82,8.5,-0.61
Standing,0.04,9.85,1.38
Jogging,3.1463003,16.930092,-5.5571017
Jogging,-1.8,-7.5,2.7921712
Standing,2.34,9.43,2.91
Jogging,19.57,17.82,1.0760075
Jogging,18.43,13.21,2.9556155
Walking,1.12,4.94,-2.5333846
Walking,-0.27,8.96,-3.95
Jogging,0.8,-5.18,14.79
Jogging,10.73,1.84,4.56
Standing,3.72,8.31,0.91
Jogging,-7.82,14.63,-5.98
Jogging,5.63,-0.65,2.64
Jogging,-19.61,18.73,-16.89
Standing,-6.36,7.44,1.76
Jogging,7.06,-2.22,2.96
Jogging,-3.636633,11.114203,3.759216
Standing,0.11,9.92,-1.1441092
Walking,5.9,5.67,0.04
Jogging,-18.77,4.37,12.26
Standing,-5.09,8.2,1.27
Walking,12.37,3.64,-1.8
Standing,-1.04,9.43,2.1111538
Standing,1.73,9.72,1.3756552
Jogging,-19.23,-10.42,1.84
Walking,-2.6,-1.88,1.69
Walking,10.76,10.38,2.2609777
Jogging,9.15,15.79,4.33
Standing,0.8,9.72,-1.4573772
Jogging,4.52,-2.91,3.9499009
Jogging,-7.93,19.57,-11.14
Walking,8.5,14.44,10.76
Jogging,-17.16,1.38,-2.37
Jogging,-0.84,5.75,-1.1849703
Walking,3.6,3.91,-0.38
Walking,14.02,16.28,11.536434
Jogging,-19.23,-6.43,-3.91
Jogging,3.17,0.11,-2.3699405
Walking,-3.36,1.76,-4.372132
Walking,-5.28,16.36,2.1111538
Jogging,14.82,-3.53,17.12
Standing,-1.27,9.53,2.3426998
Walking,-4.44,10.42,-4.3312707
Standing,7.86,4.75,1.12
Walking,3.3,17.08,3.76
Walking,12.53,5.63,-1.99
Standing,-1.95,9.62,-0.99
Standing,-1.33,9.3,3.11
Standing,3.53,9.43,-2.07
Jogging,-2.03,5.98,-3.15
Jogging,3.3,18.96,-5.05
Walking,12.57,4.9,-6.21
Standing,3.68,9.28,1.14
Jogging,-1.92,0.84,0.0
Standing,-7.89,5.67,-1.14
Walking,-2.37,9.43,-1.920469
Standing,-7.86,5.67,-0.65
Walking,-5.41,12.83,1.65
Standing,0.19,10.0,-0.7627395
Standing,-4.9,8.28,-1.12
Standing,7.82,4.94,-0.11
Walking,8.05,3.64,-0.61291564
Walking,-2.56,15.85,-0.34
Jogging,-13.02,-12.22,-10.99
Standing,-0.89,9.77,1.54
Walking,-5.67,6.89,5.938472
Standing,3.72,9.62,0.23
Jogging,-18.54,11.56,-8.16
Walking,-16.55,3.15,1.9885708
Standing,-8.01,5.56,-0.72
Jogging,14.75,16.21,5.94
Standing,3.87,8.58,-0.15
Jogging,4.79,6.51,0.15
Walking,3.53,7.93,-1.04
Jogging,9.915613,17.434046,0.6537767
Jogging,1.27,5.56,-4.0588636
Walking,-0.95,8.89,0.7627395
Standing,2.53,9.34,2.83
Jogging,2.22,11.84,6.59
Walking,1.8,15.98,-2.45
Walking,4.82,8.05,1.879608
Walking,3.49,13.72,-3.87
Walking,-1.99,10.92,1.12
Standing,1.33,9.85,-0.27
Standing,-8.05,5.43,-0.95
Walking,1.31,3.83,0.08
Walking,-1.04,4.52,0.3405087
Jogging,0.69,2.45,-0.69
Walking,7.08,1.46,0.38
Standing,0.61,10.04,-1.7297841
Standing,-5.24,8.08,-1.14
Walking,-3.76,3.02,-2.64
Walking,-8.88,10.69,-5.71
Jogging,-0.15,-0.69,-6.510526
Jogging,8.66,4.52,3.5957718
Standing,-0.3,9.72,1.8
Standing,-0.76,9.77,2.72
Jogging,15.47,10.04,12.571581
Jogging,-2.41,7.31,7.0553403
Standing,-1.08,9.7,2.6
Standing,-1.18,9.28,1.23
Walking,2.68,12.34,4.1814466
Walking,-7.31,4.06,2.6
Jogging,-7.82,10.08,-3.72
Walking,5.37,13.25,-3.7864566
Jogging,-19.61,12.49,-10.04
Jogging,6.4,4.56,-1.73
Walking,0.8,-0.57,-0.91
Walking,-2.6,2.83,-2.49
Jogging,-11.14,10.69,9.51
Standing,0.61,9.96,0.23
Standing,-1.99,9.66,-0.99
Jogging,-11.65,-3.57,-5.9793324
Walking,-3.49,3.49,-4.2086873
Walking,3.95,1.88,-2.72
Standing,0.15,10.0,-1.56634
Standing,-2.87,8.58,-0.84
Standing,-1.57,9.28,3.38
Standing,3.64,9.47,-1.69
Standing,0.04,9.96,0.19
Jogging,-13.38,-5.13,4.944186
Walking,-9.53,10.61,3.3
Jogging,3.02,7.46,-3.718355
Standing,-0.19,9.96,0.65
Walking,8.24,5.98,-2.2201166
Jogging,-1.33,5.83,1.334794
Jogging,-6.24,3.15,-3.405087
Jogging,8.12,12.34,6.59
Standing,-5.41,8.16,1.38
Jogging,6.02,14.29,8.39
Walking,0.69,6.05,0.313268
Jogging,-0.84,-8.12,-12.299174
Jogging,-5.71,-19.61,-0.34
Jogging,5.75,-19.61,-0.53
Standing,-0.84,9.38,2.6423476
Jogging,-2.41,1.46,-1.7297841
Standing,1.12,9.85,0.23
Walking,18.01,6.09,-6.24
Walking,3.21,8.5,-1.9885708
Standing,-7.7,5.48,-0.53
Standing,-2.03,9.62,-1.18
Standing,-1.92,9.66,-0.95
Standing,-7.67,6.24,0.99
Standing,-2.07,9.58,-1.14
Jogging,12.53,0.8,-5.7477865
Jogging,1.33,13.99,-7.44
Walking,6.05,6.09,-2.9147544
Standing,-1.42,9.81,0.76
Standing,-1.95,9.72,1.12
Standing,-1.12,9.38,-0.46
Standing,2.53,9.3,2.87
Walking,7.06,10.84,0.61291564
Standing,-1.27,9.3,1.33
Standing,-1.99,9.62,-1.14
Walking,5.24,4.33,-0.50395286
Walking,1.95,10.27,-3.1463003
Jogging,-19.61,-17.62,1.6889231
Jogging,4.63,-5.75,-9.043911
Jogging,1.65,4.9,-1.92
Walking,-1.38,3.45,0.61
Walking,-1.61,10.57,-0.89
Walking,-7.55,13.76,-3.445948
Walking,-0.46,3.45,-2.49
Jogging,3.6,4.02,-9.47
Jogging,-10.31,19.27,-4.5628166
Jogging,9.23,3.64,-1.99
Standing,-1.08,9.34,2.7649305
Walking,0.11,8.35,8.390134
Standing,-5.37,8.08,-1.31
Jogging,1.99,8.54,5.43
Jogging,0.04,-0.84,-1.525479
Jogging,1.334794,-3.486809,-2.070293
Walking,4.48,11.54,3.2961242
Standing,-5.6,7.82,-0.89
Walking,-5.71,16.97,-4.099725
Jogging,-5.79,19.34,1.18
Jogging,-0.04,2.34,-1.5
Walking,6.21,6.47,1.7978859
Standing,-0.65,10.0,0.0
Standing,-7.5,6.4,1.18
Walking,10.15,4.6,-0.38136974
Standing,1.8,9.51,0.23
Jogging,-12.91,-12.26,-1.33
Jogging,-0.7627395,-5.8976107,0.040861044
Walking,-6.51,6.59,1.33
Standing,-2.03,9.66,-0.99
Jogging,16.7,13.06,3.0237172
Jogging,19.57,-16.47,-2.6
Jogging,-1.33,-4.06,-10.079058
Standing,-3.21,8.66,-0.95
Jogging,5.86,-0.19,-0.0
Walking,7.4,9.19,0.69
Walking,5.6,7.74,0.88532263
Walking,-3.68,11.41,-1.84
Walking,1.27,8.2,4.140586
Jogging,3.34,15.85,8.05
Jogging,-14.52,18.7,-6.82
Jogging,-19.61,19.57,-10.228881
Standing,-5.28,7.97,-1.54
Walking,4.99,13.95,4.29
Walking,11.3,-2.3,-6.85
Standing,-0.46,9.85,0.61
Walking,1.92,9.08,-0.0
Jogging,11.88,19.57,-4.8216033
Jogging,1.69,2.45,-4.25
Jogging,-13.95,10.19,4.2495484
Jogging,4.06,1.88,-2.7921712
Standing,0.0,10.04,0.95342433
Walking,10.15,11.5,-1.7570249
Walking,5.6,9.47,0.313268
Standing,-0.95,9.38,-0.5
Walking,1.5,10.61,-6.51
Standing,-1.27,9.62,3.21
Jogging,14.63,11.03,14.02
Jogging,-0.15,13.95,13.33
Walking,8.28,11.07,2.6
Walking,-7.74,12.18,0.10896278
Jogging,17.01,10.27,-1.14
Jogging,-9.72,5.67,-0.57
Jogging,-5.28,18.12,0.69
Standing,-2.26,11.99,0.65
Standing,-1.18,9.38,-0.5
Standing,-1.23,9.34,-0.42
Standing,0.95,9.7,0.08
Standing,-1.31,9.62,2.87
Walking,6.05,7.7,7.6273947
Standing,-1.04,9.43,-0.46
Walking,-3.53,5.05,-2.5606253
Jogging,-5.33,-7.4,-7.3549876
Walking,5.9,11.54,-0.31
Jogging,1.76,3.45,9.15
Jogging,-5.24,1.23,9.89
Walking,0.04,8.05,0.89
Standing,-1.53,9.62,0.65
Standing,0.31,9.81,1.5
Standing,-0.15,9.92,0.72
Standing,0.31,9.89,-1.3756552
Jogging,-15.36,5.98,14.63
Jogging,-5.9,19.57,3.17
Standing,-5.01,8.35,-0.34
Standing,-0.34,9.89,1.18
Walking,6.28,3.72,-1.46
Standing,-1.23,9.77,0.76
Walking,-6.17,10.73,-2.9147544
Standing,-1.31,9.53,2.2609777
Jogging,-6.21,19.57,-3.83
Jogging,1.33,-2.18,-1.57
Standing,-1.46,9.43,2.83
Walking,8.66,9.92,0.0
Walking,3.45,7.78,-0.3405087
Walking,-2.72,12.68,2.2201166
Jogging,-13.95,10.99,-6.8237944
Standing,-0.95,9.77,1.1168685
Jogging,-4.52,5.63,-4.33
Jogging,3.21,18.24,-5.43
Jogging,-4.29,7.16,-12.217452
Jogging,-3.21,1.33,0.76
Standing,-3.34,8.5,-1.14
Walking,-11.69,7.01,1.0760075
Jogging,19.5,19.53,8.19945
Jogging,-12.98,8.28,-1.3756552
Jogging,-1.5,6.74,2.4108016
Standing,0.04,9.89,1.46
Jogging,-7.31,16.02,2.2609777
Walking,-0.5,10.12,1.1441092
Walking,7.67,8.62,-3.255263
Jogging,12.03,5.48,10.12
Standing,0.0,9.85,1.33
Jogging,-2.79,18.09,8.894087
Jogging,-4.94,19.53,-4.29
Standing,8.16,4.82,1.08
Jogging,-1.57,11.88,-2.07
Jogging,0.99,2.87,-1.57
Standing,4.37,8.35,0.0
Jogging,-3.72,4.94,-7.7363577
Jogging,2.87,-14.33,-0.27
Standing,0.95,9.92,0.34
Walking,-0.61,13.4,1.920469
Walking,-7.25,12.18,3.41
Standing,0.93,9.96,0.31
Walking,-0.04,5.37,1.1441092
Jogging,-10.8,7.12,-0.14982383
Walking,8.66,-8.47,-8.05
Standing,0.99,9.92,0.38
Walking,15.17,2.03,-0.19
Jogging,-6.51,-2.18,-3.17
Jogging,-3.17,-3.15,-0.08
Standing,0.95,9.89,0.31
Standing,-0.95,9.92,-1.76
Jogging,1.42,-4.99,-5.33
Jogging,-4.71,-5.09,-5.83
Walking,1.65,11.07,-2.8738933
Jogging,3.06,-4.9,3.336985
Jogging,5.37,-7.78,-6.09
Standing,2.03,9.77,1.0760075
Jogging,-0.99,8.28,2.18
Jogging,2.49,-16.02,-9.89
Walking,5.09,7.97,1.5
Walking,1.99,6.32,-1.525479
Jogging,-17.27,-2.64,7.93
Standing,6.32,6.74,0.5
Jogging,0.23,7.5,3.64
Walking,-3.45,17.97,-4.9850473
Walking,6.24,4.71,-1.607201
Walking,-1.88,7.35,-1.23
Walking,13.91,14.44,-2.72
Jogging,5.63,-1.46,0.0
Jogging,-8.58,14.29,0.92618364
Standing,-2.56,9.7,-0.69
Jogging,12.6,-10.95,-2.75
Standing,-3.21,8.31,-1.12
Jogging,-11.8,-2.87,10.8
Jogging,0.46,-1.04,-0.89
Jogging,1.88,-10.19,-15.05
Jogging,8.96,12.57,-1.42
Standing,-1.92,9.66,-0.95
Jogging,-0.27,2.18,-0.8036005
Standing,-1.38,9.62,1.56634
Walking,-0.04,11.37,-1.04
Walking,5.71,2.26,-4.8216033
Standing,-1.42,9.81,0.65
Jogging,4.44,-5.43,-1.1849703
Standing,-1.65,9.47,2.41
Walking,5.09,9.38,-3.21
Walking,-3.3,3.06,-1.38
Standing,-5.24,8.24,1.33
Standing,1.08,9.92,0.31
Standing,-7.86,5.24,-0.95
Standing,-2.26,9.7,1.12
Jogging,12.64,8.05,-0.61291564
Jogging,-8.54,6.89,9.89
Standing,-7.97,5.56,-0.93
Walking,7.7,7.46,-2.6832085
Standing,-2.03,9.66,-0.91
Walking,-5.52,19.27,1.4165162
Walking,-2.18,2.18,-3.02
Standing,0.69,9.92,1.04
Jogging,-8.96,12.07,-9.697687
Jogging,-3.3,-5.43,8.158588
Walking,2.15,2.26,-0.95342433
Walking,8.5,11.37,5.012288
Walking,1.76,10.92,1.6889231
Jogging,9.96,19.46,-2.14
Standing,-6.7,7.12,1.38
Standing,-1.8,9.72,0.76
Standing,-4.71,8.39,-0.34
Jogging,1.7978859,4.0588636,2.9556155
Walking,0.11,11.65,0.19068487
Walking,-2.6,9.92,0.65
Standing,-1.08,9.43,-0.38
Jogging,-10.04,5.22,9.85
Walking,-3.87,14.1,-3.1463003
Standing,0.99,10.34,0.08172209
Standing,-5.18,8.31,-0.08
Standing,3.26,8.5,0.23
Jogging,-1.607201,-1.4573772,-1.56634
Walking,2.96,-2.96,-6.32
Standing,0.27,10.38,-0.99
Standing,-1.88,9.66,-0.91
Standing,-1.33,9.28,1.23
Walking,1.73,8.12,1.14
Standing,7.27,5.01,3.26
Jogging,3.41,0.8,-1.607201
Jogging,2.45,19.57,-0.61
Standing,-5.86,7.5,-1.08
Walking,0.31,5.94,0.15
Jogging,12.6,4.82,7.5865335
Walking,-3.17,9.04,4.56
Walking,-7.27,14.86,5.175732
Standing,2.53,9.3,2.91
Jogging,-3.34,-1.46,-0.15
Jogging,-2.03,-1.57,-0.53
Standing,-1.65,9.38,3.45
Standing,-1.61,9.81,0.69
Standing,-2.49,9.81,1.88
Jogging,1.8,4.02,0.76
Walking,-6.74,4.56,0.5720546
Standing,-1.5,9.51,2.0294318
Standing,2.34,9.47,2.76
Jogging,11.18,6.24,-1.92
Standing,2.3,9.43,2.76
Walking,2.76,17.27,-3.5276701
Standing,-1.57,9.85,0.69
Jogging,-2.15,-3.64,-6.85
Walking,0.99,11.45,-3.95
Jogging,-6.43,7.89,7.246025
Standing,1.04,9.43,2.53
Walking,7.93,17.24,3.76
Standing,-1.08,9.7,3.11
Standing,-4.9,8.47,1.14
Standing,-1.27,9.47,2.91
Standing,6.05,6.4,-0.04
Walking,-0.84,11.37,3.15
Jogging,4.86,2.53,3.0237172
Walking,-1.46,15.64,-0.95
Standing,1.23,9.77,-1.3075534
Jogging,1.12,20.04,2.72
Walking,-2.45,12.18,7.082581
Walking,-3.26,4.37,-3.68
Standing,2.22,9.51,3.255263
Walking,7.5,8.31,-1.8387469
Jogging,-2.6,5.67,-2.22
Walking,7.4,5.37,-1.4982382
Jogging,-13.38,-2.6,-6.4
Walking,-6.85,5.09,-5.28
Standing,2.49,9.3,2.91
Walking,2.75,15.28,-1.95
Walking,-3.15,6.59,3.568531
Jogging,-3.15,11.54,0.8
Jogging,-16.24,-0.76,2.6
Jogging,5.9,14.56,-7.65
Standing,-0.3,9.96,0.19
Standing,3.95,7.46,1.08
Standing,-6.51,6.89,-0.61
Jogging,12.68,15.02,-0.57
Walking,-4.4,7.59,-2.1383946
Walking,0.5,5.41,1.2666923
Jogging,7.97,3.41,3.6774938
Standing,0.04,9.89,1.42
Standing,0.91,9.53,-0.57
Standing,-0.61,9.89,1.08
Jogging,-7.4,19.5,-6.21
Walking,-1.61,10.8,0.23154591
Standing,3.17,8.66,0.08
Standing,-6.89,7.06,1.73
Standing,-0.08,9.89,1.38
Walking,-1.42,11.96,14.75
Standing,3.34,9.47,-1.95
Walking,2.49,16.28,-0.6537767
Walking,11.8,1.5,-0.46
Jogging,-9.23,9.85,-0.27240697
Standing,-1.46,9.81,0.61
Jogging,-15.17,19.57,-6.1291566
Standing,0.99,9.77,-1.525479
Standing,-7.55,6.36,1.31
Standing,-0.8,9.51,0.04
Jogging,-4.06,18.62,-1.27
Jogging,3.02,2.56,11.114203
Walking,11.6,9.43,1.6889231
Jogging,-12.83,7.16,-7.55
Jogging,19.57,19.04,-5.7477865
Standing,0.95,9.92,0.34
Standing,-1.92,9.53,-1.33
Walking,-1.14,5.01,-0.6946377
Standing,-5.22,8.08,-1.23
Jogging,0.53,3.83,-0.46
Walking,-9.89,8.31,-4.37
Walking,-8.31,12.26,1.88
Standing,0.42,9.92,-1.7570249
Walking,18.89,12.91,0.3405087
Jogging,1.92,19.53,-1.84
Jogging,-7.46,11.22,3.336985
Standing,1.04,9.89,0.27
Standing,-1.27,9.53,3.06
Jogging,-3.98,-8.88,-14.9006605
Walking,-0.27,7.21,-0.10896278
Standing,0.0,9.92,1.57
Walking,-2.07,2.53,-2.56
Jogging,19.57,19.57,-4.140586
Jogging,-1.84,6.74,-4.1
Jogging,2.45,-1.04,4.02
Jogging,-18.58,-3.68,-14.369467
Standing,-0.76,9.43,2.6832085
Walking,0.57,3.45,-2.3426998
Standing,-8.35,5.37,-1.23
Standing,0.99,9.92,0.34
Walking,-4.75,13.14,-1.76
Walking,-4.44,9.47,3.34
Jogging,6.02,1.88,1.4573772
Standing,-0.99,9.43,-0.34
Standing,-3.3,8.5,-1.08
Jogging,2.3699405,0.9942854,-2.2609777
Walking,1.42,12.53,-0.10896278
Walking,13.33,-1.18,-7.74
Standing,1.08,9.89,0.31
Walking,0.34,16.4,2.07
Jogging,6.05,-0.11,-6.7
Standing,-5.18,8.39,-0.04
Standing,-7.67,6.59,1.31
Jogging,-7.4,19.34,-10.147159
Walking,4.94,13.25,4.2495484
Jogging,2.03,15.6,-1.38
Walking,4.14,8.85,-0.5
Standing,4.4,8.39,0.04
Walking,-3.95,7.67,-1.8
Standing,2.49,9.3,2.87
Jogging,-1.46,16.04,16.739407
Jogging,2.64,2.83,-2.7513103
Standing,-3.45,8.47,-1.14
Walking,1.08,8.58,-2.7513103
Jogging,-1.38,1.38,-2.41
Jogging,-19.23,12.83,-1.27
Standing,2.64,9.51,1.33
Jogging,8.77,-4.99,-0.57
Jogging,-7.63,-8.66,0.95
Standing,1.12,9.96,0.27
Jogging,-2.14,5.05,-4.372132
Standing,3.41,9.38,-1.88
Walking,3.99,10.65,-1.12
Standing,0.53,9.96,0.57
Walking,-9.08,11.03,5.79
Walking,-3.53,3.11,-3.3
Walking,-0.53,15.55,7.55
Jogging,-6.55,13.57,-3.445948
Walking,-4.02,15.89,5.67
Walking,0.84,12.22,4.1
Jogging,-9.38,11.84,-11.917805
Jogging,-2.79,-5.86,-4.8216033
Jogging,-4.18,-5.2,11.3
Standing,3.53,9.34,-2.14
Walking,7.63,3.11,-0.08172209
Standing,-0.3,9.92,0.93
Standing,-5.24,8.16,-0.93
Jogging,-0.57,3.72,-1.69
Walking,-7.5,19.57,-6.13
Standing,-7.7,5.37,-1.23
Walking,9.04,3.3,-0.19068487
Walking,-2.34,10.12,2.0294318
Standing,4.25,8.54,0.04
Standing,-5.22,8.24,1.42
Jogging,-19.11,19.76,-3.34
Jogging,0.99,0.53,-0.3
Jogging,-4.75,-4.71,2.37
Walking,-3.72,9.19,5.706926
Standing,-1.65,9.51,2.96
Walking,-1.99,14.75,-0.57
Walking,1.38,3.06,-0.7627395
Walking,-0.89,6.63,5.243834
Jogging,4.06,19.57,-1.9477097
Walking,2.41,10.12,-3.76
Jogging,-8.88,16.82,-4.75
Standing,-6.05,7.7,1.42
Jogging,-0.93,19.08,5.13
Walking,-2.37,11.3,-2.2201166
Jogging,17.58,19.57,-5.175732
Walking,1.23,9.81,-2.34
Jogging,13.4,19.27,8.62
Walking,1.69,15.94,0.38
Jogging,5.33,6.13,1.61
Standing,3.17,9.19,-0.11
Jogging,-4.79,-19.57,-3.214402
Walking,7.86,9.3,-2.41
Jogging,-0.11,19.57,-3.26
Standing,0.95,9.92,0.34
Walking,4.33,-0.38,-4.56
Standing,-3.11,8.43,-0.93
Standing,-5.24,8.16,1.33
Jogging,-1.31,15.66,1.879608
Standing,-1.42,9.81,0.72
Standing,-3.49,10.15,-0.23
Walking,0.38,8.73,2.53
Walking,-0.84,4.56,-0.65
Jogging,1.33,2.37,-0.53119355
Walking,-0.61,6.74,1.18
Jogging,-3.72,1.08,-5.56
Walking,-1.14,13.53,5.52
Standing,-4.6,9.15,-1.27
Walking,-4.9,1.23,-3.87
Jogging,-18.28,-6.66,1.61
Standing,2.56,9.53,0.84
Walking,17.24,2.87,4.21
Standing,-1.23,9.3,2.91
Walking,0.23,10.53,-0.84
Walking,1.08,10.04,-0.23154591
Standing,0.5,10.0,-1.0351465
Standing,-8.5,4.63,-1.27
Walking,9.3,3.64,1.46
Jogging,9.15,12.15,-3.26
Jogging,-18.89,18.7,3.64
Standing,-0.95,9.66,2.72
Jogging,-4.44,-4.21,4.52
Jogging,-18.58,-0.99,7.01
Jogging,1.54,6.47,-5.28
Standing,-1.57,9.66,0.84446156
Standing,-1.27,9.43,2.76
Standing,1.46,8.66,-1.38
Jogging,-12.26,19.19,-0.14982383
Standing,2.07,9.47,2.37
Jogging,-19.23,-3.98,-1.14
Jogging,-10.61,1.57,6.44
Standing,-0.3,10.08,0.53
Jogging,3.11,17.31,10.991621
Walking,5.05,7.06,-0.46
Walking,-7.44,16.13,-5.52
Jogging,-7.01,-0.65,10.08
Standing,-1.69,9.81,0.65
Walking,-2.07,16.51,12.912089
Jogging,-19.61,8.01,1.88
Jogging,11.6,18.5,-1.879608
Walking,10.84,8.24,-0.5720546
Standing,-7.67,8.05,1.33
Jogging,2.64,6.32,-2.41
Jogging,-6.55,18.85,2.8330324
Walking,1.14,12.22,-0.84
Standing,1.12,9.92,0.31
Jogging,-18.85,5.41,17.97
Jogging,-13.72,8.28,3.87
Jogging,6.47,19.57,2.18
Standing,1.65,9.81,0.5720546
Walking,6.47,0.5,1.57
Standing,-1.54,9.3,0.91
Standing,-0.95,9.43,-0.42
Standing,-1.65,9.77,0.23
Jogging,-2.07,0.15,-1.14
Walking,15.36,16.17,-2.45
Jogging,-19.61,13.44,-11.3
Jogging,-0.5,3.87,-2.2609777
Jogging,-16.82,4.94,15.24
Standing,6.7,3.06,-0.46
Walking,-1.99,2.49,-1.99
Walking,-0.38,3.57,1.0760075
Standing,-1.23,9.3,1.18
Jogging,0.8,14.18,0.69
Standing,-1.53,9.66,2.22
Standing,-1.14,9.47,1.33
Walking,3.34,8.69,-0.040861044
Standing,1.42,9.53,-1.6889231
Walking,6.32,17.5,15.472715
Jogging,8.5,-1.95,-4.37
Walking,0.84,1.5,-3.405087
Standing,0.89,9.89,-1.6889231
Jogging,-5.63,19.57,-2.26
Walking,4.9,12.57,0.61291564
Jogging,8.2,19.93,-12.15
Walking,-5.79,7.55,-3.83
Jogging,-14.82,0.95,-0.5
Walking,-1.73,11.07,-1.9885708
Jogging,-4.6,2.41,3.26
Standing,-0.95,9.66,2.11
Walking,3.68,14.71,-1.95
Walking,-4.86,13.02,0.27
Jogging,-9.85,8.66,1.7297841
Walking,18.62,7.06,-12.07
Walking,-5.63,8.62,-0.69
Walking,-2.98,4.21,0.27240697
Standing,1.61,9.92,1.1849703
Standing,1.42,9.7,0.57
Walking,0.0,8.92,-0.8
Jogging,-8.81,-6.05,-8.96
Standing,-1.33,9.96,-1.12
Jogging,-6.13,19.19,-5.48
Walking,4.21,8.58,-1.18
Standing,-3.21,8.5,-0.95
Standing,-4.44,8.89,-0.15
Standing,3.41,9.3,-2.03
Jogging,8.81,18.81,3.336985
Standing,-5.33,8.08,-1.08
Jogging,0.61,9.72,7.08
Standing,-1.12,9.47,-0.27
Jogging,-13.17,3.15,11.14
Jogging,1.14,-1.95,-0.57
Standing,0.99,9.92,0.27
Walking,13.63,4.9,6.17
Walking,-3.21,10.19,-1.08
Standing,-2.11,9.7,0.7627395
Standing,1.08,9.81,-0.6537767
Walking,0.61,5.86,0.08172209
Jogging,0.46,14.67,4.99
Jogging,19.91,11.88,2.87
Jogging,7.44,10.27,7.205164
Standing,-5.18,8.12,1.53
Jogging,-2.79,1.57,-7.6273947
Jogging,8.24,-3.57,8.12
Walking,-8.73,-5.24,-3.21
Walking,-2.3,10.92,-1.33
Standing,-0.99,9.58,2.96
Walking,3.53,12.72,2.18
Walking,2.22,9.47,2.2201166
Walking,0.34,13.53,0.313268
Walking,-1.08,8.16,8.19945
Walking,6.4,13.44,-0.27240697
Walking,10.38,7.97,-1.525479
Walking,-1.84,8.28,1.8387469
Standing,-1.27,9.58,2.3699405
Jogging,-3.95,-0.95,0.23
Jogging,-0.61,-1.18,1.04
Jogging,-2.49,-0.11,-0.04
Walking,5.48,3.15,-1.23
Standing,-0.34,10.0,-1.12
Jogging,16.13,4.71,-5.18
Walking,-5.75,1.54,-5.05
Standing,7.97,4.71,1.42
Standing,-3.34,8.5,-1.31
Walking,2.6,6.93,-0.53119355
Standing,-1.18,9.38,1.46
Jogging,-0.53,-5.33,-8.349273
Jogging,-0.31,15.4,-6.36
Jogging,-13.02,14.41,6.47
Walking,3.17,9.43,-4.21
Standing,-8.01,5.94,-0.76
Standing,-1.18,9.34,1.27
Walking,8.2,7.31,-2.14
Standing,0.95,9.92,0.27
Walking,7.86,3.99,-0.88532263
Jogging,-6.36,-10.46,-0.61
Standing,-1.46,9.58,2.45
Jogging,-19.61,1.8,-8.58
Jogging,19.57,19.57,-2.4516625
Jogging,-15.6,18.7,-0.99
Walking,1.08,6.21,1.23
Walking,-4.52,12.15,-0.42223078
Walking,1.46,11.92,2.3699405
Jogging,5.48,-4.21,-5.79
Jogging,6.13,7.12,-5.37
Walking,-4.33,9.89,-2.45
Walking,11.41,12.53,5.43
Standing,-1.5,9.77,0.61
Walking,-1.08,1.23,2.79
Standing,-1.38,9.38,1.12
Standing,0.04,9.96,1.27
Standing,-0.99,9.38,-0.53
Jogging,9.49,11.26,6.66
Walking,1.5,6.28,-1.6480621
Walking,-5.43,15.85,-1.57
